cohort,cluster,cell_type,n_cells,n_cluster,n_type,expected,ratio_obs_over_exp,log2_enrichment,hypergeom_p,note
STA,10,Vessel,305,48659,40478,8760.481261397501,0.0348154388896376,-4.8441289793853155,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,11,Vessel,293,3518,40478,633.3745674509629,0.46260146058467155,-1.1121582738442233,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,12,Vessel,3626,3876,40478,697.8282613530223,5.1961208807587305,2.3774349935345667,0.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,13,Vessel,1173,5603,40478,1008.7543210425655,1.1628202977982625,0.217628160003808,7.617864155050932e-09,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,14,Vessel,502,4056,40478,730.235146555175,0.6874497925334657,-0.5406737438470788,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,15,Vessel,137,656,40478,118.10509273673442,1.1599838484982508,0.21410471754793275,0.03236862400941028,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,16,Vessel,217,1757,40478,316.32720722323535,0.685998532673988,-0.5437226043584071,0.999999999963521,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,17,Vessel,734,33712,40478,6069.449521860962,0.12093353727653168,-3.0477137067686035,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,18,Vessel,483,3636,40478,654.6190810834853,0.7378336714545015,-0.43863246615284424,0.9999999999999966,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,19,Vessel,149,1510,40478,271.8577591958369,0.5480807332508968,-0.86753967454479,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,0,other,47,15808,4833,339.8125872881733,0.1383115333515951,-2.8540066317077692,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,1,other,1769,19394,4833,416.8981096828715,4.243243034480663,2.085167312283775,0.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,2,other,47,20493,4833,440.5224792065116,0.10669149071497659,-3.2284829777020265,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,3,other,411,6624,4833,142.39110438998355,2.8864162670888844,1.5292793743816286,1.0146848774830535e-80,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,4,other,77,494,4833,10.619143352755415,7.251055705921922,2.858191057309495,1.1171446384852578e-41,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,5,other,54,11697,4833,251.44153805097184,0.2147616516291481,-2.219191689756052,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,6,other,451,2071,4833,44.518716363474624,10.13057061928279,3.34064353323414,2.947465169034218e-306,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,7,other,70,15330,4833,329.53738380109417,0.2124189953582061,-2.2350153114019022,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,8,other,171,2404,4833,51.676964817862384,3.3090178690388767,1.7264030823739835,3.965599929474947e-41,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,9,other,53,23532,4833,505.8495574434017,0.104774234196953,-3.2546441181508348,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,10,other,342,48659,4833,1045.9856202464084,0.3269643419375433,-1.6127947879558848,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,11,other,189,3518,4833,75.62377796557399,2.4992139388492065,1.3214744049483829,2.071227994214455e-29,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,12,other,91,3876,4833,83.31943246008095,1.0921821874338724,0.1272135329828864,0.2094079321423699,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,13,other,344,5603,4833,120.44344171151536,2.8561123388016805,1.5140527256711789,2.71272747438679e-66,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,14,other,74,4056,4833,87.1887559489392,0.8487332935836015,-0.2366168231751197,0.9355582601042799,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,15,other,152,656,4833,14.101534492727838,10.778968776652386,3.430147257024773,5.101393458715603e-107,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,16,other,195,1757,4833,37.76889649957746,5.162978484218663,2.3682035859405057,2.8886962355022397e-77,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,17,other,16,33712,4833,724.6812969799404,0.022078671088489387,-5.501202850618035,1.0,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,18,other,27,3636,4833,78.16033447493662,0.3454437622533203,-1.5334772338313674,0.9999999999964938,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
STA,19,other,253,1510,4833,32.45932482319975,7.794370381332533,2.96243248868114,6.935757348984981e-142,"P值为描述性参考: 细胞非独立(患者/ROI聚类), 推断以患者级bootstrap为准"
