umap1,umap2,cluster,label
3.907337,7.26465,16,Fibroblasts
10.55669,6.2364483,10,Tumor
1.8785223,2.739106,0,CD8 T cells
4.3934665,6.8227344,16,Fibroblasts
2.9288156,10.1462,4,Tumor
5.8165936,11.190795,18,CD8 T cells
1.5614243,2.8136263,9,B cells
5.0812144,6.5610876,16,Tumor
5.3110514,11.968176,14,B cells
8.238388,6.2616324,1,Tumor
9.72728,6.056429,10,Tumor
-0.72925633,5.0026093,2,Vessel
1.1610363,4.345203,0,CD4 T cells
7.0200276,5.8614044,1,Tumor
3.4336119,4.617721,16,Myeloid
3.9707391,8.681512,6,other
8.447288,5.942495,10,Tumor
2.6177497,9.266495,4,Fibroblasts
5.942134,8.50015,15,Tumor
2.4717188,8.005525,6,CD4 T cells
1.5077475,3.7245708,9,Myeloid
6.125808,6.458377,14,Tumor
10.260387,5.878434,10,Tumor
-1.0629952,7.80626,12,Vessel
7.343163,8.548466,19,Tumor
1.6543701,4.7056117,0,Myeloid
-1.9123406,8.358083,12,Vessel
0.21859628,4.301632,9,Vessel
8.982222,5.0207224,10,Tumor
2.622511,8.321115,8,Fibroblasts
7.9106297,8.066525,1,Tumor
7.782333,7.7517734,1,Tumor
7.8190513,7.6423383,1,Tumor
1.7832946,4.0477867,0,Vessel
0.6621002,3.6007159,9,Myeloid
-1.6987804,7.860254,12,Vessel
4.0012865,5.219863,7,CD4 T cells
3.494641,8.815125,16,other
-0.54367226,3.8033497,5,Myeloid
3.8924077,7.1423144,16,Vessel
2.2450743,4.7168226,0,CD4 T cells
3.8234763,4.9870334,7,CD8 T cells
-0.3210917,4.672815,5,Myeloid
8.530477,8.901666,11,Tumor
2.9622762,10.638158,4,Fibroblasts
-0.99717057,3.7469914,5,Tumor
2.6471493,4.4500318,13,Myeloid
6.503969,7.067154,11,Tumor
3.1087716,4.8603044,7,CD4 T cells
1.2659264,2.5153751,9,Myeloid
7.045855,6.3848486,11,Tumor
-0.9568197,7.2969875,2,Vessel
-0.51997906,7.303691,2,Vessel
1.5200573,3.1492138,9,B cells
3.225128,6.6667743,16,B cells
2.8203485,6.2073665,13,Vessel
-0.4652596,7.225765,12,Vessel
4.6302476,10.963154,8,Vessel
2.7544336,8.798277,3,Fibroblasts
-0.25299093,7.9825516,12,other
1.6429552,4.5255136,0,CD4 T cells
2.474967,10.474366,4,Fibroblasts
1.7512721,8.607432,6,Vessel
0.16865322,6.601532,14,other
7.2453938,5.198851,0,CD8 T cells
-1.0739177,3.8285732,5,Myeloid
8.548894,5.539642,10,Tumor
2.636451,10.43252,4,other
8.9779415,7.1979795,19,Tumor
2.3403287,2.0868459,17,CD4 T cells
2.622972,1.5943596,17,B cells
5.819563,5.8071465,5,Tumor
3.0916247,4.9899426,13,CD4 T cells
8.08788,9.4654665,19,Tumor
4.2737856,3.553613,7,CD8 T cells
1.3187895,3.2500036,0,Vessel
4.1008806,3.8830624,18,B cells
7.151919,9.342109,19,Vessel
7.716964,5.7940345,1,CD8 T cells
2.563154,8.650877,6,Myeloid
2.0050929,7.7810388,3,CD4 T cells
3.6834168,2.9256918,7,CD8 T cells
0.8025941,5.519554,0,Vessel
2.4937222,3.5028412,0,CD8 T cells
6.3146224,6.6200137,11,Myeloid
7.3235984,8.806941,19,Tumor
4.530211,6.292957,16,other
4.4355683,8.313519,16,other
10.067855,5.5600104,10,Tumor
3.9301362,7.9828362,16,CD8 T cells
8.158528,8.390761,19,Tumor
9.601014,5.400364,10,Tumor
0.83502173,5.4880905,0,Vessel
3.6715987,5.3125873,16,CD8 T cells
2.870611,6.2234564,13,Myeloid
2.4543295,6.1234612,13,other
2.5729551,10.730172,4,Fibroblasts
3.066652,5.1748686,7,CD4 T cells
6.5218782,10.727738,8,Tumor
10.418876,6.127321,10,Tumor
4.1329775,6.082186,16,CD8 T cells
7.037835,10.396449,8,Tumor
6.9008555,8.794388,15,Tumor
5.247353,9.818146,13,Myeloid
3.0699296,7.4576964,6,CD4 T cells
3.8918114,4.714264,7,CD4 T cells
2.879665,10.681982,4,other
1.8141513,2.3459313,17,B cells
10.163357,6.6954994,10,Tumor
8.577955,6.0470567,10,CD8 T cells
2.0039654,6.4880733,13,CD4 T cells
2.8087394,11.192147,4,Fibroblasts
6.567885,4.807917,7,CD8 T cells
8.827489,6.0625453,1,CD8 T cells
4.2869964,11.045928,14,Tumor
2.4890995,4.574743,13,CD8 T cells
5.9848228,10.360347,15,Tumor
1.8851357,5.11982,9,Myeloid
2.545168,10.940218,4,Fibroblasts
2.107933,7.0650225,13,Vessel
1.6294423,4.537987,7,Vessel
2.643509,4.3870673,9,Myeloid
6.5813584,7.950221,19,Tumor
7.15809,6.8359523,1,Tumor
5.2685976,10.397834,8,other
-1.0440236,3.908247,5,B cells
0.41066825,8.665264,12,Vessel
3.2667098,8.622019,15,Fibroblasts
2.1026897,10.251301,4,other
2.6125734,9.605952,4,Vessel
-1.0699965,4.206779,5,CD8 T cells
2.4040883,10.541686,3,Fibroblasts
2.8971367,10.631694,4,Vessel
8.244416,5.832339,10,Tumor
8.913957,6.1914997,1,Tumor
9.308859,4.796949,10,Tumor
10.246504,6.2356668,10,Tumor
3.439948,4.6876087,7,CD4 T cells
6.06088,6.7099566,11,Myeloid
-1.6343677,5.1403484,5,Vessel
1.1943437,4.721039,0,B cells
6.207071,6.988941,11,Tumor
-0.1739833,5.985318,14,Myeloid
5.322811,10.397544,8,B cells
10.254464,6.417172,10,Tumor
1.7701504,9.46854,3,Fibroblasts
0.8019652,4.306697,0,Myeloid
3.315562,10.75769,4,Fibroblasts
6.971936,8.106912,19,Tumor
1.812603,2.4694388,17,B cells
0.57995,6.84838,14,Vessel
3.7457948,8.242313,16,Fibroblasts
4.3550572,5.457151,7,CD8 T cells
2.5535195,9.183639,6,other
3.3349404,6.886065,13,B cells
0.985283,4.078318,0,Vessel
8.746213,6.49644,1,Tumor
7.9020114,8.926937,19,Tumor
4.860841,11.772243,8,Fibroblasts
3.395826,3.9154763,7,CD4 T cells
2.5901785,9.548273,6,Fibroblasts
1.9237105,10.477274,3,Fibroblasts
6.6370397,7.033004,1,Tumor
2.1435635,6.755672,13,Tumor
9.5141325,5.8486586,10,Tumor
1.6070043,4.888806,0,CD4 T cells
7.5909743,6.9123397,1,Tumor
1.6023109,9.074678,3,other
6.343401,10.552211,8,Tumor
6.9218593,7.1058226,18,Tumor
3.3521292,10.325273,4,other
1.7567623,4.878674,9,Myeloid
2.2232933,7.331317,13,Vessel
5.509461,9.595374,11,other
5.369727,10.57001,8,Myeloid
1.8087416,6.749542,13,Myeloid
7.4009466,7.7892046,19,Tumor
-0.3625069,4.061632,5,CD4 T cells
8.336811,7.183366,19,Tumor
5.1947064,10.467878,8,Fibroblasts
4.497209,8.080019,6,Vessel
2.7582679,5.65038,13,other
2.0008345,6.4299293,13,Myeloid
2.3723204,9.091382,6,Fibroblasts
8.587335,4.875708,10,Tumor
-0.28941715,3.6943784,5,CD8 T cells
10.286287,6.6456437,10,Tumor
2.0665176,9.568227,3,Fibroblasts
9.523264,6.0050764,10,Tumor
3.1855514,5.4015884,13,Myeloid
1.9812,6.508526,13,other
-0.5295216,7.0937657,2,Vessel
4.5989723,9.417874,15,Vessel
4.181871,9.074358,6,other
2.4342048,2.169857,17,CD8 T cells
3.152148,4.0939345,7,CD4 T cells
7.2935877,8.8709345,19,Tumor
1.4630347,4.1224437,9,Myeloid
-0.65795034,3.7271392,5,Myeloid
-0.92074674,4.410294,5,Fibroblasts
7.6142955,9.007448,19,Tumor
5.1087337,7.2551136,11,Vessel
3.3204541,4.8549013,7,Myeloid
1.4813643,6.3761034,13,Vessel
-0.92577714,8.020954,12,Vessel
-1.7479358,7.7167845,12,Vessel
3.3454287,6.9856844,6,Vessel
2.49809,2.780236,17,CD4 T cells
6.6010566,6.1611977,1,Tumor
4.458878,9.060608,15,other
9.1402645,5.856451,1,Tumor
1.6826872,6.5815663,18,CD4 T cells
-0.6021575,7.116755,2,Vessel
1.8553518,7.9237638,18,Vessel
3.1506286,2.0128193,17,CD8 T cells
1.8339156,10.56906,4,other
1.3569716,8.2888,6,other
7.4578815,8.6008215,19,Tumor
0.8318456,3.7313812,0,Vessel
7.1241508,5.07542,0,CD8 T cells
1.3082309,5.92374,14,Vessel
1.5757431,5.347909,18,Vessel
4.384997,8.189673,6,other
2.2369058,8.644799,3,Fibroblasts
-1.9735016,8.12065,12,Vessel
4.380003,5.0441136,7,CD8 T cells
3.4313617,8.87128,4,Fibroblasts
3.6016376,6.205771,16,CD8 T cells
2.8807003,1.6641004,17,CD8 T cells
4.0641584,11.090232,14,Tumor
3.0247922,10.286667,4,Vessel
-1.3257477,7.915711,12,Vessel
7.5925093,7.009393,1,Tumor
7.1748104,8.233419,15,Tumor
3.3815634,4.165915,7,CD4 T cells
1.1727966,6.0705996,13,Fibroblasts
3.004489,9.612412,6,Fibroblasts
1.51285,9.096895,6,Vessel
-0.98407304,3.7755942,5,Tumor
1.8695631,1.7773517,17,B cells
7.868039,8.975327,19,Tumor
-0.725714,5.070292,2,Vessel
3.4818163,8.322732,16,other
7.864714,8.136581,19,Tumor
9.035403,4.8097715,10,Tumor
0.27155387,5.499325,14,Myeloid
2.4862583,4.2635684,7,CD4 T cells
3.6939757,4.309529,7,CD4 T cells
2.5516298,5.7013,13,Tumor
0.4090681,6.059947,14,Fibroblasts
1.7483736,7.629195,6,Vessel
2.9642088,11.213781,4,Fibroblasts
3.3000064,7.2054143,16,other
-0.011506316,8.870765,12,Vessel
9.121903,7.243693,10,Tumor
8.753062,6.3720965,1,Tumor
-1.7838292,7.8564253,12,Vessel
2.5781841,7.4802485,16,Myeloid
3.206889,10.3503,4,Fibroblasts
3.8531184,11.687302,4,Tumor
2.659935,7.6748614,13,Fibroblasts
5.484276,11.2160225,8,Fibroblasts
-1.1851296,3.7879956,5,Myeloid
0.593684,9.339033,3,Fibroblasts
1.7497519,6.9504843,13,CD8 T cells
8.04056,7.626301,1,Tumor
0.8396752,7.5784287,6,Vessel
7.4356403,7.4907055,19,Tumor
-0.038262136,4.948119,13,Myeloid
-0.68966883,4.289752,5,Myeloid
7.3365517,7.23139,1,Tumor
2.811669,4.635095,9,CD4 T cells
-0.3547312,4.78284,5,Myeloid
1.3532339,7.1359916,11,Vessel
-0.8346232,3.5371737,5,Myeloid
2.9713469,10.467736,4,Fibroblasts
8.000304,7.852964,11,Tumor
3.594969,6.4060097,16,other
2.091739,5.6240463,2,CD8 T cells
6.480714,9.231226,15,other
-0.4738851,9.669632,12,Vessel
1.1806126,9.129982,6,Fibroblasts
2.0635529,5.7231965,13,Myeloid
9.202244,5.7748594,1,Tumor
3.309687,6.7326283,16,other
2.3849294,2.615791,17,B cells
2.452398,7.2468834,6,Fibroblasts
6.451518,9.164358,15,Tumor
4.2865257,5.967257,16,CD8 T cells
2.7074213,7.5895205,6,other
9.60895,5.8020177,10,Tumor
7.805173,7.836097,19,Tumor
1.4433229,10.803766,4,Fibroblasts
0.4025459,6.5235295,14,Tumor
8.381751,4.8590875,0,Tumor
2.2347226,2.2144816,17,B cells
10.114622,5.981783,10,Tumor
0.6706733,4.9480667,13,Myeloid
8.96045,6.0673394,1,Tumor
1.6742417,4.6401167,9,Myeloid
-1.5153986,8.285026,12,Vessel
2.1472337,3.796434,9,CD4 T cells
2.9511907,3.9889903,7,B cells
4.247275,8.861238,6,Tumor
0.93792033,5.8726783,13,Vessel
0.15860108,5.0743937,13,Myeloid
1.8219433,10.862127,4,other
9.864748,5.9437914,10,Tumor
-0.07791899,8.460912,3,Vessel
3.0213897,5.1501393,7,B cells
1.7945734,10.017863,3,Fibroblasts
7.5745373,5.3601775,0,Tumor
-0.058133427,3.7760448,9,Myeloid
3.7434437,7.5546494,6,Fibroblasts
1.7283335,9.553208,3,other
2.5249078,7.5101085,6,other
1.274299,7.82259,11,Vessel
2.7705953,6.2144375,13,Myeloid
-1.1216471,7.0911965,2,Vessel
2.377864,9.046351,6,CD4 T cells
1.0571517,5.1022587,0,Vessel
1.805686,3.91382,9,Myeloid
7.5715055,6.9926133,1,Tumor
6.6361575,5.0092187,17,CD8 T cells
6.611218,8.172455,19,Tumor
3.8950121,6.520833,16,CD8 T cells
1.3554046,4.280925,0,Vessel
5.428955,10.744725,18,Tumor
1.0839574,5.5803576,0,Vessel
3.1316094,10.44393,4,Fibroblasts
2.860165,8.598999,16,CD4 T cells
3.2384496,9.877481,4,Fibroblasts
-0.679454,3.4425497,5,Myeloid
7.8991113,5.8467436,1,Tumor
5.337031,8.667032,15,Tumor
4.918436,6.3862343,13,Tumor
-1.1833361,6.955052,2,Vessel
1.8813454,2.2381356,17,B cells
10.22153,6.5765114,10,Tumor
8.67964,8.506866,19,Tumor
4.26618,5.115765,7,CD4 T cells
4.4242783,4.9737453,7,CD8 T cells
5.076289,7.8954096,11,Vessel
9.607581,7.8857784,10,Tumor
1.9540048,8.070467,6,Vessel
5.6364126,11.308667,8,other
0.8005848,4.451734,0,Vessel
7.752098,8.770965,19,Tumor
-0.39883414,6.693598,2,Vessel
1.9469224,8.819474,3,Fibroblasts
7.9024568,6.8235044,1,Tumor
2.2720215,10.640412,4,Fibroblasts
4.2007127,7.1340747,16,Fibroblasts
2.9617722,9.75098,4,CD4 T cells
2.8841462,8.259603,6,other
5.7767487,10.487447,8,Tumor
3.3549285,9.412739,6,Fibroblasts
8.467881,8.621496,11,Tumor
5.590561,8.73118,15,Tumor
0.6248256,4.3243055,9,Myeloid
7.0228586,5.780004,9,Tumor
3.3334055,2.9916801,7,CD8 T cells
4.554436,8.123259,16,other
0.3043332,4.8521996,13,Tumor
7.2354846,7.816273,1,Tumor
5.146393,7.6475906,11,Vessel
7.688165,6.5344357,1,Tumor
-0.20012082,3.7097404,5,Myeloid
2.6266282,11.238356,4,Fibroblasts
1.2517503,7.3867297,6,Vessel
3.2510724,4.8725915,7,CD4 T cells
2.9300475,8.850977,6,Fibroblasts
7.475001,8.199034,1,Tumor
6.9523845,8.431866,19,Tumor
2.4258597,1.5892668,17,B cells
4.983168,11.814619,8,Fibroblasts
6.8045993,8.257383,19,Tumor
3.3391354,2.2879083,17,CD4 T cells
6.376611,5.4816766,7,Tumor
6.9737477,8.674837,19,Tumor
4.805729,9.456247,15,other
6.8462386,4.7357845,9,CD8 T cells
1.7096592,2.1918197,17,CD4 T cells
-1.0176002,8.503184,12,Vessel
2.7402132,11.023672,4,Fibroblasts
9.722438,6.2553673,10,Tumor
2.6167927,8.384486,3,Vessel
8.649321,8.579779,11,Tumor
4.4546843,8.109954,16,other
4.367553,4.0808687,7,CD8 T cells
3.3551865,9.168204,6,Fibroblasts
2.6593482,2.4094074,17,CD4 T cells
0.8141068,2.7129185,9,Myeloid
-1.0009979,3.8770974,5,Myeloid
0.9163354,4.212595,0,Vessel
4.133233,7.5994916,4,CD8 T cells
3.7004645,3.691427,7,CD8 T cells
2.778887,9.710989,4,Fibroblasts
2.7096314,10.097135,4,Fibroblasts
0.96754783,2.3771658,9,Tumor
0.342271,8.493956,12,Vessel
8.781033,7.0644574,10,Tumor
2.0679407,2.9881244,0,B cells
7.2263575,8.086379,11,Tumor
-1.3546528,7.5244975,12,Vessel
1.8553891,10.099168,3,Fibroblasts
4.774364,10.769371,8,Fibroblasts
0.05252896,3.87758,5,Myeloid
7.2762346,8.734518,19,Tumor
2.3713615,10.965359,4,Fibroblasts
2.6228616,1.7486821,17,CD8 T cells
1.9462756,7.0231094,6,other
2.52605,5.7784667,7,Vessel
4.0715084,3.9329884,7,CD8 T cells
4.2484646,8.335987,16,other
3.051307,5.4299846,7,CD8 T cells
0.7147365,5.3532677,14,Myeloid
6.4201546,7.5604825,1,Tumor
8.669292,8.574593,11,Tumor
9.691785,7.147016,11,Tumor
3.04433,2.124691,17,B cells
0.059488494,6.079835,14,Vessel
8.846834,7.0749607,1,Tumor
1.8094184,10.155384,4,Vessel
3.4300325,9.69313,6,Tumor
2.5181649,7.7374153,6,Vessel
1.2977232,9.785269,3,Vessel
2.8223782,4.826311,9,CD4 T cells
3.2412145,3.4288704,2,CD4 T cells
3.0225616,2.7012289,17,CD8 T cells
2.8938866,9.294469,4,Fibroblasts
8.989162,8.358944,11,Tumor
0.71257484,5.382537,14,Fibroblasts
3.2171223,9.361693,16,other
-1.0724264,8.860423,12,Vessel
6.7473893,8.88843,11,Tumor
-1.5389143,6.487892,2,Vessel
3.2944543,9.435028,6,other
3.7759662,8.117023,16,CD4 T cells
1.5325075,8.175173,6,other
6.1481357,8.155032,15,Tumor
2.3766177,2.0583243,17,CD4 T cells
4.1145782,7.9385314,6,other
1.6591176,2.9354694,9,Tumor
2.1199758,10.224017,4,Fibroblasts
3.4626675,9.643123,6,other
2.5236156,1.6335878,17,B cells
3.041545,7.0607486,13,Fibroblasts
-0.7323144,7.534879,2,Vessel
-0.9680139,6.543559,2,Myeloid
9.572097,6.387861,10,Tumor
8.787768,7.4493356,1,Tumor
2.0075052,5.8835816,13,CD8 T cells
3.2819698,3.1528745,7,CD4 T cells
2.0380948,7.1380954,6,Myeloid
0.7966614,3.3701217,9,Myeloid
2.9592166,8.235793,6,Fibroblasts
5.9094653,11.069368,18,CD4 T cells
6.3909826,10.717544,8,Tumor
-1.1845795,5.001385,5,Vessel
1.6822401,6.415054,13,Tumor
1.7615916,8.06091,13,Fibroblasts
7.6266084,6.24607,1,Tumor
0.1617711,8.493154,12,other
7.584945,6.579979,1,Tumor
4.13015,5.7292585,16,CD4 T cells
2.6257455,7.9993305,6,Fibroblasts
0.48105466,4.427372,9,Myeloid
6.7777534,7.821216,1,Tumor
3.559462,9.785842,6,Vessel
7.07049,4.8611426,1,CD8 T cells
2.3487155,7.402742,6,Fibroblasts
5.5957713,11.178335,8,Tumor
3.2021072,7.799864,16,Vessel
2.3033879,9.090586,16,Fibroblasts
3.0054355,2.7975056,17,CD8 T cells
3.838265,6.098585,16,CD8 T cells
-0.6958997,9.526446,12,Vessel
6.6228466,9.477249,15,Tumor
8.424821,8.765815,11,Tumor
7.6154237,6.7884912,11,Tumor
2.5581594,2.3853035,17,CD4 T cells
4.4058175,5.0589585,7,CD8 T cells
6.3985467,9.312599,15,Tumor
2.3091595,4.201726,18,Vessel
-0.30681118,4.1890974,5,Myeloid
1.6547185,5.124491,9,Myeloid
8.275707,4.882092,10,CD8 T cells
3.2769866,8.839003,6,Fibroblasts
1.2559642,3.1928966,9,Myeloid
1.9170083,1.919041,17,CD4 T cells
1.6122903,5.233845,13,CD4 T cells
2.8180432,8.684279,6,Fibroblasts
6.2437754,7.7288947,1,Tumor
6.2519455,7.474536,15,Tumor
1.5175676,8.084822,6,Vessel
1.972455,4.8405104,0,Myeloid
0.14645433,7.240121,12,Vessel
2.3965037,2.1391127,17,CD8 T cells
2.7125695,7.817183,6,CD8 T cells
3.4253092,8.752762,6,other
4.354882,6.9197264,16,CD8 T cells
4.1227922,6.1859903,16,Fibroblasts
7.00232,7.612889,1,Tumor
1.4819682,6.3886337,13,Fibroblasts
2.784525,9.412457,6,other
3.1580796,6.736907,13,Myeloid
1.4761307,2.589045,17,B cells
1.1490479,4.1132812,9,Myeloid
8.910272,7.040888,10,Tumor
9.635817,7.4041524,10,Tumor
6.8307843,5.0932026,0,CD8 T cells
9.678213,7.4104967,10,Tumor
9.302069,8.599104,11,Tumor
-0.43959296,3.693033,5,CD8 T cells
5.974791,10.799338,8,Tumor
5.87904,9.512654,15,Tumor
4.8374887,9.981039,15,other
2.8802893,9.233327,6,Fibroblasts
3.3101566,9.259864,6,Fibroblasts
7.8583207,6.348416,1,Tumor
8.167856,9.218424,19,Tumor
8.660214,7.103282,1,Tumor
8.194939,9.206452,19,Tumor
7.352648,8.902924,11,Tumor
3.088752,6.712035,13,Fibroblasts
0.20626199,3.6826885,0,Myeloid
7.5357313,8.424742,11,Tumor
7.422655,9.360708,19,Tumor
1.510629,3.109266,9,CD4 T cells
3.2485764,3.227343,7,B cells
7.126608,7.7071533,1,Tumor
7.4150863,6.7759805,11,Tumor
0.7736255,5.7732973,14,Tumor
1.0593647,4.57074,0,Vessel
2.8692145,5.5618296,13,CD4 T cells
3.1793218,7.2573104,13,Vessel
2.2110152,6.7052317,13,other
2.437931,2.326897,17,CD8 T cells
1.3976614,6.7131133,9,CD4 T cells
3.271557,3.3085353,7,CD4 T cells
0.25985533,7.7061667,2,Vessel
2.3918552,2.8216639,0,CD8 T cells
9.030086,7.433932,10,Tumor
2.5215876,10.861249,4,Fibroblasts
2.4050453,5.447055,13,CD4 T cells
2.3641114,4.03979,9,CD8 T cells
7.691331,5.3045607,1,Tumor
3.0121813,11.38765,4,Fibroblasts
7.292419,9.097741,15,Tumor
3.6298387,6.148234,16,Vessel
-1.6626868,6.8945866,2,Vessel
0.46743357,2.9283352,5,Tumor
3.5039115,3.1352134,7,CD8 T cells
2.7103558,5.0548177,13,CD8 T cells
-0.03092239,7.404226,2,Vessel
2.8143957,7.407672,13,other
-0.07221046,8.82351,3,Vessel
8.886394,4.9061103,10,Tumor
2.517959,11.15843,4,other
1.4666709,1.7569326,17,CD4 T cells
2.251793,9.500821,3,Fibroblasts
8.308242,6.5779905,1,Tumor
8.164098,6.480354,10,Tumor
9.156184,7.471416,11,Tumor
-0.3683456,8.588926,12,other
1.0343186,9.138393,3,Fibroblasts
0.6185322,5.3111396,0,Vessel
-0.6656986,8.946738,12,Vessel
2.924818,9.915129,4,Fibroblasts
3.4412577,7.800278,16,Fibroblasts
3.0394888,3.3452098,7,CD4 T cells
2.360114,8.6976385,3,CD4 T cells
-2.0178297,7.5601234,2,Vessel
7.3662415,5.3714,0,Tumor
1.8813628,2.5455492,17,Vessel
2.3233476,11.3544655,4,Fibroblasts
0.74844974,3.658749,9,Fibroblasts
1.359442,2.0775828,17,CD4 T cells
-0.44687694,9.546382,12,Vessel
0.91222954,5.641712,14,Myeloid
2.8226573,5.691511,9,CD4 T cells
0.5840273,9.077916,3,other
5.7490435,8.383929,15,Tumor
8.252857,7.567316,11,Tumor
0.85616857,8.055295,6,Vessel
3.410943,3.2198384,7,CD8 T cells
2.4466784,7.2557645,13,Tumor
1.1427276,3.0714164,9,Myeloid
2.5700836,8.673525,6,Vessel
9.118608,7.2399473,10,Tumor
8.359922,8.19691,11,Tumor
1.0154061,3.7827184,0,Vessel
1.5933999,9.574422,4,Fibroblasts
3.0060341,5.995711,13,Vessel
8.355077,8.387436,19,Tumor
1.7722079,7.4038463,14,other
4.786829,8.189366,15,Vessel
3.5199556,6.49932,13,Vessel
7.7233796,7.31569,1,Tumor
6.9541626,8.731037,19,Tumor
5.029389,9.582914,15,other
-0.04991628,9.406219,6,Vessel
3.663491,8.2207155,16,other
8.190717,5.6975746,10,CD8 T cells
0.6441613,9.486923,3,Fibroblasts
3.8208385,9.293045,16,other
7.1079836,7.913001,19,Tumor
3.6352558,6.180187,16,CD8 T cells
1.1863592,9.369582,3,Fibroblasts
2.1177402,10.118518,3,other
7.673586,9.416652,11,Tumor
6.6003027,8.002189,19,Tumor
1.8096354,1.9511232,17,CD8 T cells
7.340861,7.77707,1,Tumor
4.9173474,7.794725,11,Vessel
4.4665046,7.0304418,13,Tumor
2.3411357,3.5369735,9,CD8 T cells
2.7755861,9.883909,4,Fibroblasts
5.245952,7.5800753,11,Vessel
7.564048,7.5767927,1,Tumor
4.2901487,6.4506407,16,CD4 T cells
2.0775979,5.0335565,2,CD8 T cells
6.5251036,5.391549,9,Tumor
4.81282,8.019164,11,Vessel
2.8529055,2.2301848,17,CD4 T cells
7.125604,7.048929,1,Tumor
4.2627797,6.37431,16,other
6.3012757,11.261115,11,Tumor
2.812796,4.0029473,7,CD4 T cells
9.37212,5.1974454,10,Tumor
2.4816344,3.4516945,7,CD4 T cells
-1.4348533,7.401124,12,Vessel
-0.15490335,8.419603,12,Vessel
2.591624,1.385373,17,B cells
-0.30414656,8.658352,12,Vessel
-0.6732421,6.9482703,2,Vessel
2.6036694,3.528633,7,CD8 T cells
0.83248484,8.390092,3,Fibroblasts
6.915853,8.454342,19,Tumor
2.9316535,7.5159183,16,CD4 T cells
9.657763,5.8833055,10,Tumor
1.7254244,7.550431,6,other
8.128517,8.831605,19,Tumor
2.6330721,2.5329733,17,B cells
2.9942114,8.19253,16,Fibroblasts
5.006018,10.402546,18,CD4 T cells
3.039438,8.067631,16,CD4 T cells
-2.0389495,7.471864,2,Vessel
6.57982,7.160533,13,Tumor
7.5564237,7.2870436,1,Tumor
-0.89825153,8.859231,12,Vessel
0.7529251,4.5500937,1,Myeloid
3.1304572,2.2326775,17,CD8 T cells
5.499933,6.1732717,9,Tumor
0.5100388,7.9553013,6,Vessel
3.4958405,6.636084,13,CD8 T cells
4.5331826,6.004303,16,CD8 T cells
7.510732,8.612049,19,Tumor
7.594556,7.1095886,1,Tumor
1.7978668,8.932559,3,Fibroblasts
3.7865252,10.284036,4,other
2.4607816,6.3060727,13,Myeloid
-0.32333595,9.483651,12,Vessel
1.3775463,2.5488374,9,Myeloid
3.1549022,2.1622767,17,CD8 T cells
6.567065,6.546765,18,Vessel
7.6033926,5.8299146,11,Tumor
3.9015577,4.0019917,7,other
-1.005695,6.4806805,2,Myeloid
0.48479524,5.483877,14,Tumor
7.0898337,10.788833,8,Tumor
-0.3625757,8.465186,12,Fibroblasts
3.1885478,10.911232,4,other
5.153579,7.163861,11,Vessel
8.050719,8.785232,11,Tumor
9.356028,7.061706,10,Tumor
1.8946816,10.330302,4,other
-1.2166656,6.4012685,14,Vessel
3.3378334,8.805633,4,Fibroblasts
3.624141,2.3706253,7,CD8 T cells
9.485862,5.2509584,10,Tumor
-1.3318791,8.595889,12,Vessel
7.4862223,4.784575,17,Tumor
1.0486907,6.2898574,14,B cells
2.0973568,6.2534738,13,CD4 T cells
4.205882,7.5944853,16,other
1.7955116,8.877295,3,CD4 T cells
6.989042,9.992513,11,Tumor
3.1600535,9.913525,6,Vessel
3.3292444,8.672958,6,CD8 T cells
-1.5412112,7.361923,2,Vessel
1.0992272,9.886019,3,Vessel
8.8129835,6.8956122,10,Tumor
2.6792083,8.034439,6,Fibroblasts
4.0805235,6.6605635,16,other
4.585268,6.0527887,16,Vessel
9.964398,6.9198403,10,Tumor
-0.8029209,5.6605773,2,Vessel
1.1775467,3.5940611,0,Vessel
2.497567,6.3048773,9,Vessel
4.302356,4.428269,7,CD4 T cells
6.576276,8.73945,19,Tumor
2.2729921,5.3848867,13,other
8.895598,5.1933484,10,Tumor
3.6465762,7.0584383,16,CD8 T cells
4.107668,5.6458545,16,Vessel
9.47434,6.688871,10,Tumor
2.7832966,10.947708,4,Fibroblasts
4.4102497,4.897573,7,CD8 T cells
2.553214,5.295208,13,CD4 T cells
1.6895753,6.178769,13,Myeloid
3.4115756,7.6845574,6,other
6.787315,10.41576,11,Tumor
-1.7433366,7.4606414,2,Vessel
2.7839289,7.0002837,13,Fibroblasts
5.29781,11.078518,18,Tumor
3.1757693,1.4183947,17,B cells
8.959131,7.045011,1,Tumor
9.801826,7.0052247,10,Tumor
3.5002668,5.617492,16,other
10.658248,6.5147333,10,Tumor
10.686303,6.7088013,10,Tumor
2.7594337,5.2704067,13,other
1.72838,5.884324,9,Myeloid
5.358569,9.192279,15,Tumor
9.541284,8.073419,11,Tumor
5.3491087,8.872841,15,Tumor
-1.5900317,7.850089,12,Vessel
2.4788568,10.220614,4,Fibroblasts
0.17965627,3.1847863,5,CD4 T cells
0.6386842,3.4861038,9,Myeloid
5.5875244,9.006478,15,Tumor
8.994015,8.071665,1,Tumor
7.128272,9.008954,11,Tumor
2.374785,7.095854,18,CD4 T cells
2.979813,1.8280672,17,B cells
1.4176531,9.845117,3,Vessel
1.9652957,3.1520765,0,B cells
8.722944,5.9365315,10,Tumor
